mint,name,symbol,checkpoint_minutes,monitoring_age_minutes,market_age_minutes,age_basis,window,window_minutes,mcap,liquidity,holders,total_trades,trades_per_hour,num_traders,trades_per_trader,trades_per_trader_per_hour,total_volume,volume_per_hour,avg_trade_size,volume_symmetry,trade_count_symmetry,trade_size_symmetry,turnover_liquidity,turnover_liquidity_per_hour,turnover_mcap,turnover_mcap_per_hour,price_change,holder_change,liquidity_change,num_net_buyers,net_buyer_share,price_impact_per_turnover,churn_per_response,cohort_market_age_band,cohort_mcap_band,cohort_liquidity_band,p_trades_per_hour,p_turnover_liquidity_per_hour,p_trades_per_trader_per_hour,p_volume_symmetry,p_trade_count_symmetry,p_trade_size_symmetry,p_price_impact_per_turnover,p_churn_per_response,matrix_review_trigger,matrix_extreme_axes,archetype_tags,bot_label,retire_label
13mHwU5upVczeio7Vhn3qpn4XswrqRULt4oRcDvJpump,ACTUALLY SHOULD VAMP,READ NIGGAS,10,10,10.103430566666667,market_age:firstPool.createdAt,stats5m,5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:null,liq:null,,,,,,,,,False,,,,
1BRjP5rtX1e8XH9q9JmUzqmkpDuXYTQmPen6JrECdha,,,10,10,10.178254833333334,market_age:firstPool.createdAt,stats5m,5,,1040.7494462649079,6.0,3.0,36.0,1.0,3.0,36.0,1040.7494462649076,12488.99335517889,346.91648208830253,,,,0.9999999999999998,11.999999999999996,,,0.00023936926691814036,500.0,,1.0,1.0,2.393689804311482e-06,0.04780874214353871,age:10-30m,mcap:null,liq:1-5k,0.4624724061810154,0.6660714285714285,0.7212189616252822,,,,0.0625,0.2896678966789668,False,,,,
1Qf8gESP4i6CFNWerUSDdLKJ9U1LpqTYvjJ2MM4pain,PAIN,PAIN,10,10,773371.2076958833,market_age:firstPool.createdAt,stats5m,5,4490658.817045397,54659.71586650361,30667.0,,,,,,,,,,,,,,,,,,,,,,,age:>=24h,mcap:>=1m,liq:20-100k,,,,,,,,,False,,,,
1Qf8gESP4i6CFNWerUSDdLKJ9U1LpqTYvjJ2MM4pain,PAIN,PAIN,10,10,773371.2076958833,market_age:firstPool.createdAt,stats1h,60,4490658.817045397,54659.71586650361,30667.0,,,,,,,,,,,,,,,,,,-1.3311371087170714e-14,,,,,age:>=24h,mcap:>=1m,liq:20-100k,,,,,,,,,False,,,,
1Qf8gESP4i6CFNWerUSDdLKJ9U1LpqTYvjJ2MM4pain,PAIN,PAIN,10,10,773371.2076958833,market_age:firstPool.createdAt,stats6h,360,4490658.817045397,54659.71586650361,30667.0,6.0,1.0,3.0,2.0,0.3333333333333333,29.248482139682157,4.874747023280359,4.874747023280359,0.0034315829080433513,0.33333333333333337,0.008593702271023192,0.0005351012473448681,8.918354122414467e-05,6.513182882801599e-06,1.0855304804669331e-06,-0.44473398298906336,-0.0032607277944437197,-1.722164579701517,1.0,0.3333333333333333,8.329748224284838,6.173007783732585e-05,age:>=24h,mcap:>=1m,liq:20-100k,0.032520325203252036,0.036885245901639344,0.024390243902439025,0.004166666666666667,0.004166666666666667,0.0125,0.9625,0.036885245901639344,False,,,,
1Qf8gESP4i6CFNWerUSDdLKJ9U1LpqTYvjJ2MM4pain,PAIN,PAIN,10,10,773371.2076958833,market_age:firstPool.createdAt,stats24h,1440,4490658.817045397,54659.71586650361,30667.0,31.0,1.2916666666666667,15.0,2.066666666666667,0.08611111111111112,2410.7726828211426,100.44886178421426,77.7668607361659,0.028831020147038866,0.7096774193548387,0.026593375386259485,0.04410510820636198,0.0018377128419317494,0.0005368416486397193,2.236840202665497e-05,-3.898675679543026,-0.01630151278038602,-5.911971239417673,2.0,0.13333333333333333,0.9016436207528487,0.00037514482732671554,age:>=24h,mcap:>=1m,liq:20-100k,0.04435483870967742,0.10975609756097561,0.028225806451612902,0.012195121951219513,0.036585365853658534,0.012195121951219513,0.9221311475409836,0.08536585365853659,False,,,,
1xgFLrt2ptB4prTQMwKnxRv7TVN892CMDE49mVEpump,ASTEROID OF FORTNITE,X-Ray,10,10,10.607695883333333,market_age:firstPool.createdAt,stats5m,5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:null,liq:null,,,,,,,,,False,,,,
21MXU4ua8tBSTWxVeE9GzcYXjW149DpjQPqBPkQypump,THATS CRAZY GOOD?,ALON,10,10,10.1393334,market_age:firstPool.createdAt,stats5m,5,,,1.0,2.0,24.0,1.0,2.0,24.0,0.3378512481513219,4.054214977815862,0.16892562407566095,0.9999995492464075,1.0,0.9999990984932214,,,,,,,,,,,,age:10-30m,mcap:null,liq:null,0.5586592178770949,,0.6783625730994152,0.7357723577235772,0.5683760683760684,0.7086956521739131,,,False,,,,
22yqv7rKfpapFasoF9cqAe5cGzWNpkiZ3VrohQmxpump,APPLECAT,APPLECAT,10,10,10.14966,market_age:firstPool.createdAt,stats5m,5,55.57072393711754,2278.4956726394335,3.0,55.0,660.0,2.0,27.5,330.0,116.60135544567966,1399.216265348156,2.120024644466903,0.9418100446713173,0.9090909090909091,0.9363087256960086,0.051174710071144186,0.6140965208537302,2.098251510590772,25.179018127089268,-85.36140387964815,,-0.34483459740220224,1.0,0.5,37.54801097652063,0.01400348553345878,age:10-30m,mcap:<10k,liq:1-5k,0.7413793103448276,0.3724832214765101,0.9618055555555556,0.2827868852459016,0.7226890756302521,0.885593220338983,0.9204545454545454,0.21631205673758866,False,,cheap_displacement_review,,
23e4CNuJxvBQ7RjNLc8Bh3yN3pQq6jeiTbyzJGXYPgme,Official Fomo Mascot,Remus,10,10,1740.47436255,market_age:firstPool.createdAt,stats5m,5,715735.2015262289,128581.66263229027,4956.0,75.0,900.0,45.0,1.6666666666666667,20.0,5652.965778824481,67835.58934589378,75.37287705099308,0.6009554318764445,0.8533333333333333,0.577203814648352,0.04396401215459841,0.5275681458551809,0.007898124567256347,0.09477749480707617,5.522696502702985,-0.04033884630899556,1.8746826880535594,21.0,0.4666666666666667,1.2227245395236979,0.18352221900789892,age:>=24h,mcap:300k-1m,liq:>=100k,0.6574074074074074,0.705607476635514,0.2523364485981308,0.30808080808080807,0.4494949494949495,0.4090909090909091,0.7371134020618557,0.6273584905660378,False,MECHANICAL,participation_mismatch_review,,
23e4CNuJxvBQ7RjNLc8Bh3yN3pQq6jeiTbyzJGXYPgme,Official Fomo Mascot,Remus,10,10,1740.47436255,market_age:firstPool.createdAt,stats1h,60,715735.2015262289,128581.66263229027,4956.0,1613.0,1613.0,596.0,2.7063758389261743,2.706375838926174,130324.75032925824,130324.75032925824,80.79649741429525,0.9988623029712195,0.9882207067575945,0.9744957987654574,1.0135562696988352,1.0135562696988352,0.18208514832210937,0.18208514832210937,0.20207678825966338,-1.9390581717451523,-5.283312953552102,233.0,0.39093959731543626,0.001991728469323636,0.34485750552429734,age:>=24h,mcap:300k-1m,liq:>=100k,0.8491379310344828,0.8391304347826087,0.34051724137931033,0.9955357142857143,0.8973214285714286,0.9508928571428571,0.05963302752293578,0.9,False,MECHANICAL,participation_mismatch_review,,
23e4CNuJxvBQ7RjNLc8Bh3yN3pQq6jeiTbyzJGXYPgme,Official Fomo Mascot,Remus,10,10,1740.47436255,market_age:firstPool.createdAt,stats6h,360,715735.2015262289,128581.66263229027,4956.0,27788.0,4631.333333333333,5175.0,5.369661835748793,0.8949436392914655,2413105.6532393396,402184.27553988993,86.83984645312148,0.9877540154435686,0.9539369512019577,0.8898658730447382,18.767105696402346,3.127850949400391,3.371506177275687,0.5619176962126146,53.22734182833657,9.864774994457992,130.65657850556812,1901.0,0.36734299516908214,0.022739389534125593,0.05768032958912119,age:>=24h,mcap:300k-1m,liq:>=100k,0.9308943089430894,0.930327868852459,0.483739837398374,0.8208333333333333,0.5375,0.6291666666666667,0.2791666666666667,0.7090163934426229,False,MECHANICAL,participation_mismatch_review,,
23e4CNuJxvBQ7RjNLc8Bh3yN3pQq6jeiTbyzJGXYPgme,Official Fomo Mascot,Remus,10,10,1740.47436255,market_age:firstPool.createdAt,stats24h,1440,715735.2015262289,128581.66263229027,4956.0,57690.0,2403.75,8943.0,6.450855417645085,0.2687856424018786,4172105.1540037887,173837.71475015784,72.31938211135012,0.9935985886792006,0.9377015080603224,0.8714807095696064,32.44712401903615,1.351963500793173,5.829118289986604,0.2428799287494418,24.860927986723564,9.816086860181697,132.04538646285454,3289.0,0.3677736777367774,0.006842836231201853,0.05227822843353655,age:>=24h,mcap:300k-1m,liq:>=100k,0.8911290322580645,0.8739837398373984,0.40725806451612906,0.8577235772357723,0.4024390243902439,0.45934959349593496,0.20081967213114754,0.8658536585365854,False,MECHANICAL,participation_mismatch_review,,
249HqrUipKmDNcj3FfTTfr6k5AEdF4dUo9PuBCKfpump,BWA IS FOR DOGS EYES,X-Ray,10,10,10.222929033333333,market_age:firstPool.createdAt,stats5m,5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:null,liq:null,,,,,,,,,False,,,,
24PxaKaAdt1VfWCa4mctapFzua7F4mFawGLbXdR2pump,zeus,pepedog,10,10,10.103018166666667,market_age:firstPool.createdAt,stats5m,5,13341.869151593386,2277.582065919929,2.0,39.0,468.0,2.0,19.5,234.0,542.229182488884,6506.750189866608,13.903312371509847,0.9999999998599945,0.41025641025641024,0.25806451620129317,0.2380722919285345,2.8568675031424138,0.04064117076310308,0.48769404915723696,521.4297144305993,,-5.085006010155217,2.0,1.0,7.673520566180098,0.010810928788359691,age:10-30m,mcap:10-30k,liq:1-5k,0.7119205298013245,0.44107142857142856,0.9559819413092551,0.9752186588921283,0.07078313253012049,0.08384146341463415,0.8608870967741935,0.13837638376383765,False,,,,
24Pz9FSSSQjRGoX9ckDJexkwrrtBThx27G9JL3ogpump,zeus,pepedog,10,10,10.134783433333332,market_age:firstPool.createdAt,stats5m,5,4278.451690477382,2278.4949851578267,2.0,37.0,444.0,2.0,18.5,222.0,1692.3135481683018,20307.76257801962,45.7382040045487,0.9999999999551231,0.5945945945945945,0.42307692311489575,0.7427330580896928,8.912796697076313,0.3955434513693145,4.746521416431774,58.45930734150273,,,2.0,1.0,0.6197753463877276,0.1498974188495997,age:10-30m,mcap:<10k,liq:1-5k,0.6793103448275862,0.8087248322147651,0.8854166666666666,0.9795081967213115,0.1722689075630252,0.25,0.4128787878787879,0.599290780141844,False,,,,
24Q3HMWTN7J1TVZhsRKXyfQu6KfQzpt6VmSWcScZpump,zeus,pepedog,10,10,10.075840883333333,market_age:firstPool.createdAt,stats5m,5,7229.879652629375,2279.945833298678,2.0,16.0,192.0,3.0,5.333333333333333,64.0,3630.010276351328,43560.12331621593,226.875642271958,0.9999999999581306,0.75,0.6000000000502432,1.592147595497629,19.10577114597155,0.5020844676205861,6.025013611447034,316.2047992637624,-33.33333333333333,,2.0,0.6666666666666666,0.8956501665331936,0.10869814324165522,age:10-30m,mcap:<10k,liq:1-5k,0.503448275862069,0.889261744966443,0.6944444444444444,0.9877049180327869,0.3697478991596639,0.4110169491525424,0.4962121212121212,0.5567375886524822,False,,,,
24QAQbhvFMUbyEciLP8poYLJueSP2G35YjhEtKVSpump,zeus,pepedog,10,10,10.169007216666667,market_age:firstPool.createdAt,stats5m,5,8461.632190951077,2283.486437146152,3.0,26.0,312.0,4.0,6.5,78.0,1037.4840861668522,12449.809034002226,39.90323408334047,0.9991250911438817,0.46153846153846156,0.3005254049951543,0.4543421275860414,5.452105531032497,0.12261039746874654,1.4713247696249585,285.11543406184165,,,3.0,0.75,2.967747981584094,0.019055614909100172,age:10-30m,mcap:<10k,liq:1-5k,0.6172413793103448,0.7416107382550335,0.7395833333333334,0.5532786885245902,0.08823529411764706,0.11440677966101695,0.6628787878787878,0.25886524822695034,False,,,,
24QAwHyuTC9KB8EH3AuQaDWfrS1aFUNjzJ4P3PNZpump,zeus,pepedog,10,10,10.167976383333333,market_age:firstPool.createdAt,stats5m,5,5857.063148474262,2282.578733283245,2.0,12.0,144.0,3.0,4.0,48.0,1723.5681038345592,20682.81724601471,143.6306753195466,0.9999999999117168,0.8333333333333334,0.7142857144118331,0.7550968905047981,9.061162686057576,0.2942717297291802,3.531260756750162,150.60116395888818,-33.33333333333333,,2.0,0.6666666666666666,1.2166551242678614,0.09746618102628603,age:10-30m,mcap:<10k,liq:1-5k,0.38620689655172413,0.8154362416107382,0.5972222222222222,0.9549180327868853,0.5504201680672269,0.5805084745762712,0.571969696969697,0.549645390070922,False,,,,
24QhxD3mvM6Pq1ouMb7uCBkeyNZHfnRtrgLULCKPpump,pepedog,zeus,10,10,10.1547223,market_age:firstPool.createdAt,stats5m,5,3016.8987812348328,2286.418869541717,2.0,1.0,12.0,3.0,0.3333333333333333,4.0,216.96676663591552,2603.6011996309862,216.96676663591552,0.03468833897721613,,,0.09489370890269275,1.138724506832313,0.07191715147536698,0.8630058177044038,-6.598875628037011,-33.33333333333333,-0.15552557600832534,1.0,0.3333333333333333,0.7194028284007907,0.14985434195433403,age:10-30m,mcap:<10k,liq:1-5k,0.06206896551724138,0.47315436241610737,0.010416666666666666,0.028688524590163935,,,0.45075757575757575,0.5921985815602837,False,,,,
24QJwSh6Kp7s64TPtzS5LhZD5gXe1corXneu6bWGpump,pepedog,zeus,10,10,10.113565983333332,market_age:firstPool.createdAt,stats5m,5,9112.11580444629,2281.92130032685,3.0,119.0,1428.0,6.0,19.833333333333332,238.0,740.1361188062966,8881.63342567556,6.219631250473081,0.9999961900051647,0.8067226890756303,0.6760614895901089,0.32434778478130843,3.8921734173757008,0.08122549522967482,0.9747059427560977,321.4550145371966,-40.0,-0.05425764729922837,2.0,0.3333333333333333,4.435186322149164,0.09493105896038295,age:10-30m,mcap:<10k,liq:1-5k,0.8448275862068966,0.6342281879194631,0.90625,0.7663934426229508,0.5,0.5466101694915254,0.7159090909090909,0.5425531914893617,False,,cheap_displacement_review|small_trader_ring_review,,
24QmP2Es6QUByavZS9rw4bVgCWF8DDScuQSLnYitpump,pepedog,zeus,10,10,10.209184266666666,market_age:firstPool.createdAt,stats5m,5,9983.969901120206,2286.8245193048497,2.0,18.0,216.0,4.0,4.5,54.0,2594.4991187068513,31133.989424482214,144.1388399281584,0.9999996364503355,0.8888888888888888,0.7999994183207483,1.134542286390881,13.61450743669057,0.2598664804083341,3.118397764900009,76.85271682519088,-33.33333333333333,-0.5429441153846389,1.0,0.25,0.5025348977276828,0.3965390515540943,age:10-30m,mcap:<10k,liq:1-5k,0.5344827586206896,0.8691275167785235,0.6319444444444444,0.7909836065573771,0.6680672268907563,0.7076271186440678,0.4053030303030303,0.8262411347517731,False,,,,
24QMPFh3vjRwPLwcX2nPV53esgHbGXxM6jhc71CEpump,pepedog,zeus,10,10,10.068813833333333,market_age:firstPool.createdAt,stats5m,5,3345.0278547292746,2283.829207180379,2.0,15.0,180.0,3.0,5.0,60.0,909.2692788700674,10911.231346440809,60.61795192467116,0.9999999999162807,0.6666666666666667,0.5000000000837191,0.39813365903690034,4.777603908442805,0.2718271172494191,3.2619254069930292,35.245296827418024,,,1.0,0.3333333333333333,0.7583381870926279,0.13181307167082573,age:10-30m,mcap:<10k,liq:1-5k,0.4862068965517241,0.7013422818791947,0.6631944444444444,0.9713114754098361,0.27310924369747897,0.3093220338983051,0.4734848484848485,0.5709219858156028,False,,,,
24QNv3PK1kqVjzxzokSzxckhGFT7yQuEokgzM3m9pump,pepedog,zeus,10,10,10.086566,market_age:firstPool.createdAt,stats5m,5,16971.839015797657,2286.4828928701586,4.0,95.0,1140.0,8.0,11.875,142.5,4227.157525041972,50725.89030050366,44.49639500044181,0.9998822426733817,0.968421052631579,0.938554440847865,1.8487597428449325,22.18511691413919,0.24906891475386175,2.988826977046341,514.5801657807841,,0.09776742492339932,4.0,0.5,0.9821553062598998,0.08587599929608962,age:10-30m,mcap:10-30k,liq:1-5k,0.7847682119205298,0.7839285714285714,0.9356659142212189,0.5408163265306123,0.5918674698795181,0.6326219512195121,0.6431451612903226,0.45571955719557194,False,,cheap_displacement_review,,
24Qog5qXuQtj8qbn2h3jm8FCoQpimzKKdWAr5Mgipump,pepedog,zeus,10,10,10.066566533333335,market_age:firstPool.createdAt,stats5m,5,12910.17735268139,2291.175953077483,2.0,12.0,144.0,3.0,4.0,48.0,162.59518895139865,1951.1422674167839,13.54959907928322,0.9948996937134948,0.5,0.3299503832240393,0.07096582378712667,0.85158988544552,0.012594342007054482,0.15113210408465377,56.94370297186325,-33.33333333333333,0.05543761420667389,1.0,0.3333333333333333,6.3511835867650435,0.024803588896471458,age:10-30m,mcap:10-30k,liq:1-5k,0.5883002207505519,0.32321428571428573,0.7957110609480813,0.45335276967930027,0.1144578313253012,0.12347560975609756,0.8366935483870968,0.2047970479704797,False,,,,
24QuFsWwLfrJA2U1GTCvHwoH5hFFNccR2btYy22Jpump,pepedog,zeus,10,10,10.197081966666667,market_age:firstPool.createdAt,stats5m,5,3564.5634641276124,2290.1424844104313,2.0,13.0,156.0,2.0,6.5,78.0,872.6519972588319,10471.823967105982,67.12707671221784,0.9999999999125267,0.9230769230769231,0.8571428572928114,0.3810470323131381,4.572564387757657,0.24481314641774904,2.9377577570129882,54.32054148860761,,,1.0,0.5,1.138604042755856,0.08265581400173576,age:10-30m,mcap:<10k,liq:1-5k,0.42758620689655175,0.674496644295302,0.7395833333333334,0.9631147540983607,0.773109243697479,0.7669491525423728,0.5492424242424242,0.4858156028368794,False,,,,
24QUKTi1YP1aULLMVSQCwag1kKpiY4r4EPMSPgdxpump,pepedog,zeus,10,10,10.17661585,market_age:firstPool.createdAt,stats5m,5,3815.5752829833928,2286.897326201323,2.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,,,,,,,,,False,,,,
24QuPTkKo9bGxEiUcN4hLLNjD1Zgfo4zb5KctoMupump,pepedog,zeus,10,10,10.152267816666667,market_age:firstPool.createdAt,stats5m,5,67135.67185521201,2290.307793025625,3.0,50.0,600.0,5.0,10.0,120.0,1209.5014155244262,14514.016986293112,24.190028310488525,0.9999999997475367,0.76,0.6129032261159226,0.5280955770257443,6.337146924308931,0.01801577882668538,0.21618934592022457,2817.508965733756,,-0.4913688319141048,2.0,0.4,6.387698359933974,0.00449442990955174,age:10-30m,mcap:30-100k,liq:1-5k,0.7417218543046358,0.5517857142857143,0.917607223476298,0.9635568513119533,0.3057228915662651,0.3003048780487805,0.8407258064516129,0.09040590405904059,False,,cheap_displacement_review,,
24QXM4DCR5BhHtXE8bVBSDAyCq7EP4yZPyQoC2cspump,pepedog,zeus,10,10,10.103227733333334,market_age:firstPool.createdAt,stats5m,5,3504.5450424198816,2286.5348613292617,2.0,16.0,192.0,5.0,3.2,38.4,707.8021753381502,8493.626104057801,44.237635958634385,0.9999999630385445,0.75,0.6000000443537482,0.3095523218599318,3.714627862319182,0.20196692203145836,2.4236030643775,-26.468881443443554,,-0.10042989262250442,1.0,0.2,0.9932456193538677,0.2600432204069137,age:10-30m,mcap:<10k,liq:1-5k,0.503448275862069,0.6208053691275168,0.5381944444444444,0.8155737704918032,0.3697478991596639,0.4194915254237288,0.5189393939393939,0.7624113475177305,False,,,,
24R7QvoDrvgiJUitij3oUWqPPf8EjMGCThZ4o6f8pump,pepedoge,zeus,10,10,10.083562133333334,market_age:firstPool.createdAt,stats5m,5,8477.239950726851,2289.044977415247,2.0,36.0,432.0,3.0,12.0,144.0,1553.1104285259357,18637.32514231123,43.14195634794266,0.99999999990175,0.5,0.3333333333988333,0.6784971216597426,8.141965459916912,0.1832094452384552,2.1985133428614625,115.70547533682358,-33.33333333333333,-0.13019220419401514,3.0,1.0,1.1330095980975476,0.23714462504612369,age:10-30m,mcap:<10k,liq:1-5k,0.6689655172413793,0.7885906040268457,0.8506944444444444,0.9467213114754098,0.12605042016806722,0.13983050847457626,0.5416666666666666,0.7411347517730497,False,,,,
24R82oiYYXTpvv3Hzbh3uFPmCbpB8rzfUc8C3jxQpump,pepedoge,zeus,10,10,10.0877562,market_age:firstPool.createdAt,stats5m,5,21546.54657799147,2290.002328287274,3.0,31.0,372.0,5.0,6.2,74.4,415.44941869781377,4985.393024373765,13.40159415154238,0.9999773635078381,0.5806451612903225,0.4090723887438305,0.18141877567807296,2.1770253081368756,0.01928148518807979,0.23137782225695744,297.89271004000483,-25.0,,2.0,0.4,7.612289329092775,0.01340150296304779,age:10-30m,mcap:10-30k,liq:1-5k,0.6942604856512141,0.4232142857142857,0.8611738148984198,0.6282798833819242,0.14909638554216867,0.17530487804878048,0.8528225806451613,0.14944649446494465,False,,,,
24R88pN3ZkjWJbiG147Er356rLK3h6NsE1negfS1pump,pepedoge,zeus,10,10,10.079135133333333,market_age:firstPool.createdAt,stats5m,5,3706.0902394670557,2289.012146035162,2.0,30.0,360.0,7.0,4.285714285714286,51.42857142857142,1746.5693520827585,20958.8322249931,58.218978402758616,0.9999998071947334,0.8,0.6666669237404051,0.7630231910774357,9.156278292929228,0.4712700552952319,5.6552406635427825,8.530387543367834,-50.0,-1.5515422213987895,1.0,0.14285714285714285,0.10728378673367854,0.9607456413775171,age:10-30m,mcap:<10k,liq:1-5k,0.6379310344827587,0.8288590604026845,0.6076388888888888,0.7991803278688525,0.46638655462184875,0.5296610169491526,0.22348484848484848,0.8900709219858156,False,,,,
24RCHX7rNgxhgcv9AHQJFE7TQ55NFtghkNM8ehcupump,pepedoge,zeus,10,10,10.176887416666666,market_age:firstPool.createdAt,stats5m,5,3161.3551836729334,2290.685778928957,2.0,14.0,168.0,4.0,3.5,42.0,916.0866234018915,10993.039480822697,65.43475881442082,0.9999999996668827,0.7142857142857143,0.5555555559256858,0.3999180646374908,4.79901677564989,0.2897765578929861,3.4773186947158337,34.12201896914403,,0.10629121433245849,3.0,0.75,0.734099844216736,0.26493185861253293,age:10-30m,mcap:<10k,liq:1-5k,0.4724137931034483,0.7080536912751678,0.5729166666666666,0.9139344262295082,0.33613445378151263,0.3771186440677966,0.4659090909090909,0.7695035460992907,False,,,,
24RJ95HgtpnT2oVEwcRK5vh2xmQiX2PE2Ah27BAzpump,pepedoge,zeus,10,10,10.137544016666668,market_age:firstPool.createdAt,stats5m,5,5644.914081716526,2292.2963668825473,2.0,1.0,12.0,1.0,1.0,12.0,0.055323673242877194,0.6638840789145263,0.055323673242877194,,,,2.41346075673957e-05,0.0002896152908087484,9.800622727291212e-06,0.00011760747272749453,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,0.06206896551724138,0.003355704697986577,0.09722222222222222,,,,,,False,,,,
24RJhWvkvWLqkg7fJitzLCC38W7befmEJJeDqB6Qpump,pepedoge,zeus,10,10,10.145486283333334,market_age:firstPool.createdAt,stats5m,5,3124.6677112198818,2292.0922527904836,2.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,,,,,,,,,False,,,,
24RKNRVKcwuGPYxHiqZ4jm3V5LQCNiyeohhbyZZypump,pepedoge,zeus,10,10,10.123903733333332,market_age:firstPool.createdAt,stats5m,5,7520.373767277153,2292.1179550313655,3.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,,,,,,,,,False,,,,
24RQgAAMMZPujUGFp5sfF2Wa3XFhe2yaPDBzxno6pump,pepedoge,zeus,10,10,10.163179283333333,market_age:firstPool.createdAt,stats5m,5,3787.6907699313724,2288.92143154572,2.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,,,,,,,,,False,,,,
24RrACGEBtUBDQGwoeCm5qQcsUnBvKaCLYfzy9DVpump,conebear,bear,10,10,10.169789216666667,market_age:firstPool.createdAt,stats5m,5,2126.2496062883833,2276.349125808319,1.0,5.0,60.0,2.0,2.5,30.0,351.43055400735574,4217.166648088269,70.28611080147115,0.6695101545720533,0.8,0.7548086408243592,0.1543834159808701,1.8526009917704414,0.16528189022022619,1.9833826826427141,-4.7859303682788585,-50.0,-0.15734955350225066,1.0,0.5,0.31766666484164324,0.3201906821981915,age:10-30m,mcap:<10k,liq:1-5k,0.2793103448275862,0.5671140939597316,0.4930555555555556,0.0942622950819672,0.46638655462184875,0.614406779661017,0.3143939393939394,0.7978723404255319,False,,,,
24RZQVycMNVu1b3YSVo8noKMV36AjYctDaKUVyfjpump,pepedoge,zeus,10,10,10.125354366666667,market_age:firstPool.createdAt,stats5m,5,3151.003584922403,2284.4160740179095,2.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,,,,,,,,,False,,,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Jupiter Perps,JLP,10,10,1299070.07436255,market_age:firstPool.createdAt,stats5m,5,782159519.9039403,5118319.093484554,89926.0,154.0,1848.0,32.0,4.8125,57.75,4128.289600254811,49539.47520305774,26.807075326329944,0.9994538390661569,0.6623376623376623,0.4946050679019399,0.0008065713615843106,0.009678856339011728,5.278066040494937e-06,6.333679248593925e-05,0.039836046057869494,0.0011120378092855157,0.027472995990325412,4.0,0.125,0.49379528592957117,0.009420059093312524,age:>=24h,mcap:>=1m,liq:>=100k,0.7313432835820896,0.26119402985074625,0.8731343283582089,0.9435483870967742,0.1693548387096774,0.29838709677419356,0.5,0.26515151515151514,False,,,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Jupiter Perps,JLP,10,10,1299070.07436255,market_age:firstPool.createdAt,stats1h,60,782159519.9039403,5118319.093484554,89926.0,1549.0,1549.0,167.0,9.275449101796408,9.275449101796408,62126.44208445514,62126.44208445514,40.10745131339906,0.9902020028737448,0.9038089089735313,0.8084992944479874,0.012138055668225137,0.012138055668225138,7.942937534287775e-05,7.942937534287775e-05,0.09638283356095444,0.002224100351407855,0.014940859088897666,15.0,0.08982035928143713,0.07936725433215891,0.01195937237084075,age:>=24h,mcap:>=1m,liq:>=100k,0.795774647887324,0.2887323943661972,0.823943661971831,0.8943661971830986,0.4859154929577465,0.6126760563380281,0.37857142857142856,0.3028169014084507,False,,,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Jupiter Perps,JLP,10,10,1299070.07436255,market_age:firstPool.createdAt,stats6h,360,782159519.9039403,5118319.093484554,89926.0,14592.0,2432.0,867.0,16.830449826989618,2.8050749711649363,7855699.093185594,1309283.1821975992,538.3565716273023,0.10399383132681717,0.9808114035087719,0.05699501626602392,1.5348201137333606,0.25580335228889345,0.010043602223431838,0.0016739337039053063,-0.736023281498018,-0.008895412191162409,-1.6231157196276085,83.0,0.09573241061130335,0.004813237010087893,0.1473501853432289,age:>=24h,mcap:>=1m,liq:>=100k,0.7933333333333333,0.8066666666666666,0.7933333333333333,0.02027027027027027,0.722972972972973,0.02027027027027027,0.16666666666666666,0.9133333333333333,False,,,,
27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Jupiter Perps,JLP,10,10,1299070.07436255,market_age:firstPool.createdAt,stats24h,1440,782159519.9039403,5118319.093484554,89926.0,45119.0,1879.9583333333333,2281.0,19.78035949145112,0.8241816454771299,18444164.468389712,768506.8528495714,408.7893009239946,0.14177010078907382,0.9954121323610896,0.07559624176859785,3.603558928529584,0.15014828868873265,0.02358107777126449,0.0009825449071360203,-1.2102798790917033,-0.0011120130772737887,-2.0641022863717122,254.0,0.11135466900482245,0.0033790578281919737,0.06793179909434587,age:>=24h,mcap:>=1m,liq:>=100k,0.78,0.74,0.7533333333333333,0.02,0.86,0.02,0.16666666666666666,0.9,False,,,,
282Pb4U4H24zGop9VfRPYserET6tWgtnDuiDCVqEpump,Keyhole,KEY,10,10,10.116613533333332,market_age:firstPool.createdAt,stats5m,5,3557.664639325547,2290.5536199599755,1.0,,,,,,,,,,,,,,,,,,,,,,,age:10-30m,mcap:<10k,liq:1-5k,,,,,,,,,False,,,,
